OPEID,name,city,state,region,median_debt,default_rate,highest_degree,ownership,locale,hbcu,admit_rate,SAT_avg,online_only,enrollment,net_price,avg_cost,net_tuition,ed_spending_per_student,avg_faculty_salary,pct_PELL,pct_fed_loan,grad_rate,pct_firstgen,med_fam_income,med_alum_earnings
100200,Alabama A & M University,Normal,AL,South,15.25,12.1,Graduate,Public,Small City,Yes,89.65,959,No,5090,15.529,23.445,8.101,4.836,7.599,70.95,75.04,28.66,36.5828092,23.553,36.339
105200,University of Alabama at Birmingham,Birmingham,AL,South,15.085,4.8,Graduate,Public,Small City,No,80.6,1245,No,13549,16.53,25.542,11.986,14.691,11.38,33.97,46.88,61.17,34.1223671,34.489,46.99
105500,University of Alabama in Huntsville,Huntsville,AL,South,14,4.7,Graduate,Public,Small City,No,77.11,1300,No,7825,17.208,24.861,8.279,8.32,9.697,24.03,38.55,57.14,31.0132159,44.787,54.361
100500,Alabama State University,Montgomery,AL,South,17.5,12.8,Graduate,Public,Small City,Yes,98.88,938,No,3603,19.534,21.892,9.302,9.579,7.194,73.68,78.05,31.77,34.3434343,22.0805,32.084
105100,The University of Alabama,Tuscaloosa,AL,South,17.671,4,Graduate,Public,Small City,No,80.39,1262,No,30610,20.917,30.016,14.705,9.65,10.349,17.18,36.44,72.14,22.5712689,66.7335,52.751
831000,Auburn University at Montgomery,Montgomery,AL,South,12,8.2,Graduate,Public,Small City,No,95.55,1061,No,4301,13.678,20.225,7.995,6.289,7.729,46.54,53.55,30.4,38.189609,29.6715,41.679
100900,Auburn University,Auburn,AL,South,17.5,2.6,Graduate,Public,Small City,No,85.07,1302,No,24368,24.018,32.196,16.865,8.361,10.722,13.43,29.8,78.7,17.2647119,72.031,56.933
101200,Birmingham-Southern College,Birmingham,AL,South,16,4.4,Bachelors,Private nonprofit,Small City,No,60.45,1202,No,1129,19.808,32.514,8.672,11.481,6.961,22.58,46.15,70.94,17.2494173,68.0945,50.775
100300,Faulkner University,Montgomery,AL,South,14.25,9.9,Graduate,Private nonprofit,Small City,No,75.76,1068,No,1834,20.5,34.835,10.81,5.917,5.926,50.09,63.84,27.11,43.0031949,24.0375,39.437
101900,Huntingdon College,Montgomery,AL,South,17.5,10,Bachelors,Private nonprofit,Small City,No,54.39,1101,No,917,21.632,37.483,12.717,6.497,6.886,40.77,72.52,41.85,34.56,37.577,45.389
102000,Jacksonville State University,Jacksonville,AL,South,15,6.3,Graduate,Public,Suburb,No,63.69,1084,No,6776,17.523,21.56,7.278,7.183,7.326,40.03,66.96,45.51,36.377025,35.734,39.354
102400,University of West Alabama,Livingston,AL,South,12.5,5.8,Graduate,Public,Rural,No,93.13,1035,No,2247,16.747,22.645,8.285,6.686,6.551,53.46,67.35,40.11,40.3210576,25.5525,35.767
100400,University of Montevallo,Montevallo,AL,South,15.815,5.4,Graduate,Public,Suburb,No,60.52,1131,No,2186,18.584,26.018,9.089,13.809,7.623,39.18,55.37,54.15,32.5237592,43.813,38.378
103600,Samford University,Birmingham,AL,South,15.857,2,Graduate,Private nonprofit,Suburb,No,83.99,1219,No,3573,30.072,49.634,20.062,15.372,9.007,11.45,30.8,77.2,13.8055222,87.745,53.223
105700,University of South Alabama,Mobile,AL,South,17.25,6.3,Graduate,Public,Small City,No,73.03,1162,No,8787,16.826,21.694,9.146,9.509,7.507,38.93,54.89,44.91,33.4257975,36.199,43.123
104100,Spring Hill College,Mobile,AL,South,19.5,4.3,Graduate,Private nonprofit,Small City,No,54.16,1125,No,1058,22.56,55.844,12.886,7.979,6.04,36.64,80.6,56.91,25.1633987,61.189,47.96
104700,Troy University,Troy,AL,South,15.95,7.3,Graduate,Public,Town,No,92.43,1094,No,12294,14.992,21.251,9.697,6.886,6.785,41.48,64.39,50.17,38.9845712,29.641,39.339
105000,Tuskegee University,Tuskegee,AL,South,19.5,10.4,Graduate,Private nonprofit,Town,Yes,61.13,1016,No,2280,36.528,40.75,15.358,12.714,7.224,57.48,7.64,51.89,23.0643847,35.336,44.419
106300,University of Alaska Fairbanks,Fairbanks,AK,Far West,11,8.5,Graduate,Public,Suburb,No,67.01,1138,No,4259,10.51,19.135,8.601,18.087,9.658,22.74,20.42,38.7,39.8832685,35.967,43.728
108100,Arizona State University Campus Immersion,Tempe,AZ,Rockies & Southwest,13.632,4.5,Graduate,Public,Small City,No,88.37,1207,No,62633,13.107,27.056,18.164,12.931,11.25,33.15,34.77,66.01,38.1317921,35.8515,55.749
108300,University of Arizona,Tucson,AZ,Rockies & Southwest,14.198,5.4,Graduate,Public,Large City,No,85.13,1220,No,34659,13.358,27.461,14.662,13.699,10.305,28.75,33.28,64.89,31.4072957,43.043,55.205
147902,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,Rockies & Southwest,14,4.1,Graduate,Private nonprofit,Rural,No,66.85,1238,No,2959,35.432,54.536,26.095,13.598,9.256,20.35,40.12,59.16,35.5459272,38.662,77.768
2065300,Prescott College,Prescott,AZ,Rockies & Southwest,12.5,4.7,Graduate,Private nonprofit,Small City,No,98.42,1141,No,413,22.082,43.649,13.813,6.721,5.423,44.91,53.69,48.78,23.1958763,26.676,35.112
711300,Arizona Christian University,Glendale,AZ,Rockies & Southwest,7.132,22.5,Bachelors,Private nonprofit,Suburb,No,71.47,1031,No,883,29.065,44.585,12.312,4.685,5.102,38.04,63.83,43.79,38.2550336,36.2065,37.531
110100,University of Arkansas at Little Rock,Little Rock,AR,South,13.765,6.2,Graduate,Public,Small City,No,56.04,1098,No,5620,16.065,20.416,6.302,8.062,9.822,39.41,43.12,41.69,39.1040462,27.239,40.077
108800,Lyon College,Batesville,AR,South,9.5,8.2,Bachelors,Private nonprofit,Town,No,50.15,1198,No,665,20.706,41.396,10.178,12.587,6.548,41.54,64.35,42.52,30,51.394,43.343
110800,University of Arkansas,Fayetteville,AR,South,15,4.1,Graduate,Public,Small City,No,77.67,1236,No,22624,16.507,23.997,10.131,11.441,9.951,18.58,36.02,68.5,25.9961487,64.201,51.702
108600,University of Arkansas at Pine Bluff,Pine Bluff,AR,South,15.188,13.6,Graduate,Public,Small City,Yes,59.66,900,No,2440,11.631,19.541,4.433,8.129,5.885,69.69,68.43,38.92,36.7737526,22.3,31.984
109000,Arkansas State University,Jonesboro,AR,South,15.156,3.3,Graduate,Public,Small City,No,67.19,1149,No,7739,14.189,23.009,4.233,5.604,7.24,38.89,48.77,53.01,38.8266797,33.45,37.755
109200,University of Central Arkansas,Conway,AR,South,13.5,4.8,Graduate,Public,Small City,No,93.78,1166,No,8237,16.554,23.185,5.598,7.957,7.166,37.77,45.62,45.73,34.5958922,37.082,42.472
109300,Central Baptist College,Conway,AR,South,14.043,10.4,Bachelors,Private nonprofit,Small City,No,49.81,1041,No,554,15.482,26.39,8.326,3.543,5.51,46.1,57.06,38.46,34.5549738,38.278,40.099
109700,Harding University,Searcy,AR,South,21.5,3.1,Graduate,Private nonprofit,Town,No,55.07,1207,No,3492,19.456,31.647,14.535,10.12,7.492,22.86,50.15,71.52,20.5479452,71.055,47.52
109800,Henderson State University,Arkadelphia,AR,South,11,4.8,Graduate,Public,Town,No,74.9,1098,No,2603,14.902,23.005,3.114,5.843,6.704,43.21,43.32,34.11,37.6738306,30.416,39.02
110000,John Brown University,Siloam Springs,AR,South,18,3.8,Graduate,Private nonprofit,Town,No,58.86,1227,No,1437,21.957,40.774,11.59,8.435,6.937,27.07,41.98,64.47,28.8828338,52.3505,51.785
110200,Ouachita Baptist University,Arkadelphia,AR,South,14.954,6.1,Bachelors,Private nonprofit,Town,No,61.77,1203,No,1520,20.639,40.2,9.796,9.047,6.51,26.45,45.87,60.48,23.5489221,62.149,44.927
109400,University of the Ozarks,Clarksville,AR,South,8.75,20.3,Bachelors,Private nonprofit,Town,No,55.9,1070,No,831,14.323,34.832,10.781,8.151,6.68,39.2,46.48,47.37,34.6875,40.9315,39.347
110600,Williams Baptist University,Walnut Ridge,AR,South,8.25,8.6,Graduate,Private nonprofit,Rural,No,69.3,1088,No,580,16.548,30.063,8.317,4.685,5.427,53.23,77.19,37.8,32.3529412,43.6315,36.232
110700,Southern Arkansas University Main Campus,Magnolia,AR,South,12.53,13.4,Graduate,Public,Town,No,68.53,1120,No,3121,15.321,23.044,4.775,5.78,6.889,45.57,73.73,42.61,42.0921544,29.9455,39.191
112200,Biola University,La Mirada,CA,Far West,19.5,2.7,Graduate,Private nonprofit,Suburb,No,64.38,1196,No,3683,33.269,58.012,21.448,11.466,7.394,27.75,53.9,71.4,23.5507246,60.489,47.704
112500,California Baptist University,Riverside,CA,Far West,20.5,3.1,Graduate,Private nonprofit,Large City,No,80.18,1064,No,8093,26.719,48.731,19.715,9.202,10.122,44.63,67.11,61.95,41.6079812,42.597,52.941
113300,California Lutheran University,Thousand Oaks,CA,Far West,18.545,2.7,Graduate,Private nonprofit,Small City,No,74.39,1159,No,2800,27.41,60.668,19.697,9.606,10.381,36.29,53.28,70.86,35.3858785,56.619,59.684
114300,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,Far West,16.5,0.7,Graduate,Public,Suburb,No,38.43,1325,No,21451,20.677,28.927,9.839,10.51,10.647,17.05,26.37,83.09,24.8062016,74.513,80.643
114200,California State University-San Bernardino,San Bernardino,CA,Far West,12.5,4,Graduate,Public,Small City,No,78.12,988,No,17037,8.107,19.114,3.17,7.112,9.943,61.04,27.43,58.74,59.6857816,25.849,50.96
114400,California State Polytechnic University-Pomona,Pomona,CA,Far West,13.5,2.6,Graduate,Public,Suburb,No,64.81,1134,No,27862,14.304,22.365,4.099,7.494,10.677,48.72,30.45,67.4,49.2781664,29.032,63.732
114600,California State University-Chico,Chico,CA,Far West,14.964,4,Graduate,Public,Small City,No,90.17,1073,No,15689,16.218,25.073,4.234,7.217,9.682,43.79,40.7,65.15,47.3401298,30.78,56.27
114700,California State University-Fresno,Fresno,CA,Far West,12.5,3.2,Graduate,Public,Large City,No,90.11,996,No,22334,6.23,17.683,3.206,7.49,9.545,58.4,24.48,57.54,53.245174,27.059,52.201
113700,California State University-Fullerton,Fullerton,CA,Far West,12.498,2.5,Graduate,Public,Suburb,No,67.62,1085,No,36874,8.003,17.791,4.911,7.468,10.331,48.38,25.15,68.68,49.4455253,28.124,54.586
113900,California State University-Long Beach,Long Beach,CA,Far West,12.5,2.4,Graduate,Public,Large City,No,42.12,1133,No,34188,10.054,19.846,4.454,7.961,10.271,51.38,28.31,73.33,48.6271676,26.465,57.123
114000,California State University-Los Angeles,Los Angeles,CA,Far West,12.3,3.6,Graduate,Public,Large City,No,76.48,964,No,22820,3.302,15.307,2.884,7.158,10.198,67.87,22.27,52.4,61.5339372,22.032,51.997
115300,California State University-Northridge,Northridge,CA,Far West,12,3.7,Graduate,Public,Large City,No,65.81,1006,No,34881,8.523,19.794,4.333,6.819,10.318,57.63,27.14,54.62,53.8672809,22.839,53.36
115000,California State University-Sacramento,Sacramento,CA,Far West,12.577,3.9,Graduate,Public,Large City,No,83.09,1033,No,29228,11.178,21.576,5.174,7.837,9.824,52.44,31.19,53.58,49.0483319,27.217,56.814
131200,University of California-Berkeley,Berkeley,CA,Far West,12.39,1.8,Graduate,Public,Small City,No,17.48,1437,No,30796,16.032,39.016,22.895,21.7,18.027,25.94,20.32,92.34,34.5800525,31.227,80.364
131300,University of California-Davis,Davis,CA,Far West,11.5,1.5,Graduate,Public,Suburb,No,46.35,1299,No,31142,15.768,35.532,18.58,24.939,15.45,35.67,29.04,86.25,40.8311428,33.7835,69.766
131400,University of California-Irvine,Irvine,CA,Far West,14.39,1.4,Graduate,Public,Large City,No,29.92,1339,No,29627,12.209,34.355,15.819,21.724,16.461,38.66,27.95,84.98,43.9811172,34.735,71.961
131600,University of California-Riverside,Riverside,CA,Far West,15.045,2.3,Graduate,Public,Large City,No,65.78,1200,No,22609,11.822,30.561,13.039,15.212,14.331,51.5,43.09,77.29,48.3469907,35.809,58.88
131700,University of California-San Diego,La Jolla,CA,Far West,14.988,1,Graduate,Public,Large City,No,36.61,1387,No,31827,15.24,33.24,18.977,22.312,16.513,35.31,31.42,87.12,39.5708283,35.914,74.771
132000,University of California-Santa Barbara,Santa Barbara,CA,Far West,12.5,1.8,Graduate,Public,Suburb,No,36.7,1369,No,23166,16.252,36.492,18.357,14.927,16.895,33.18,28.03,83.98,42.4005811,36.166,66.491
132100,University of California-Santa Cruz,Santa Cruz,CA,Far West,14.666,2.9,Graduate,Public,Small City,No,64.73,1284,No,17207,17.93,35.925,15.148,11.173,15.214,31.96,34.7,75.55,36.7497508,42.0145,58.112
116400,Chapman University,Orange,CA,Far West,17.75,2.1,Graduate,Private nonprofit,Small City,No,58.26,1275,No,7231,44.198,74.336,33.937,17.651,12.108,18.51,48.07,80.01,17.877412,79.694,60.835
2070500,Concordia University-Irvine,Irvine,CA,Far West,19,2.9,Graduate,Private nonprofit,Large City,No,78.18,1128,No,1703,27.201,53.235,15.709,8.598,7.218,27.04,59.72,59.09,28.3863369,50.504,53.144
1203100,San Diego Christian College,Santee,CA,Far West,14.75,8.6,Graduate,Private nonprofit,Suburb,No,49.67,1016,No,449,32.024,47.755,18.867,5.604,6.436,46.11,60.66,55,40.8376963,31.569,46.454
119600,Dominican University of California,San Rafael,CA,Far West,25,2.4,Graduate,Private nonprofit,Small City,No,85.74,1162,No,1374,33.963,67.366,20.236,13.731,9.1,25.82,53.01,74.33,30.6122449,65.976,66.571
125300,Fresno Pacific University,Fresno,CA,Far West,19.5,4.5,Graduate,Private nonprofit,Large City,No,66.94,1019,No,2711,19.029,43.317,15.254,5.443,7.538,65.36,69.6,67.36,46.5763195,31.83,49.071
114900,California State Polytechnic University-Humboldt,Arcata,CA,Far West,14.757,5.9,Graduate,Public,Town,No,85.14,1081,No,5991,14.956,24.991,4.035,9.895,9.822,53.3,48.27,49.49,44.061178,26.596,42.726
2270600,Life Pacific University,San Dimas,CA,Far West,15.094,6.7,Graduate,Private nonprofit,Suburb,No,93.1,1015,No,487,20.583,29.158,12.148,4.735,6.678,54.47,65.8,48.96,37.1428571,39.7,43.006
121600,University of La Verne,La Verne,CA,Far West,20.832,3.1,Graduate,Private nonprofit,Suburb,No,76.25,1054,No,4118,28.26,60.759,21.565,10.571,9.463,46.67,62.59,66.07,50.6208609,35.3935,56.663
121500,La Sierra University,Riverside,CA,Far West,17.75,3.5,Graduate,Private nonprofit,Large City,No,56.97,1048,No,1462,22.909,45.629,29.491,9.371,8.227,46.82,64.81,52.46,39.6158463,39.628,55.004
1164900,Loyola Marymount University,Los Angeles,CA,Far West,15,1.8,Graduate,Private nonprofit,Large City,No,50.14,1320,No,6564,44.467,70.235,35.919,18.413,11.796,15.03,33.99,82.62,22.403734,69,68.701
123800,Mills College,Oakland,CA,Far West,16.75,3.5,Graduate,Private nonprofit,Large City,No,91.14,1180,No,603,24.949,48.36,19.196,16.733,10.11,48.82,57.95,65.24,33.1536388,33.773,58.594
124300,Mount Saint Mary's University,Los Angeles,CA,Far West,22.25,3.3,Graduate,Private nonprofit,Large City,No,89.33,1014,No,2026,30.938,57.689,23.788,11.885,8.899,35.66,76.14,58.96,49.7259201,35.52,68.312
124900,Occidental College,Los Angeles,CA,Far West,19.5,1.2,Bachelors,Private nonprofit,Large City,No,40.9,1378,No,1835,34.032,76.6,31.449,21.037,11.229,18.6,42.71,83.64,17.5925926,76.004,67.388
125200,Hope International University,Fullerton,CA,Far West,16.365,4.5,Graduate,Private nonprofit,Suburb,No,38.29,1029,No,657,21.437,46.231,9.244,4.618,5.335,54.03,69.98,48.81,38.6313466,40.565,41.202
125800,Pacific Union College,Angwin,CA,Far West,21.108,5.4,Bachelors,Private nonprofit,Rural,No,59.17,1030,No,940,21.259,44.714,16.663,17.835,6.355,43.27,69.09,51.24,25.7246377,55.384,60.605
132900,University of the Pacific,Stockton,CA,Far West,17.5,1.7,Graduate,Private nonprofit,Large City,No,70.75,1221,No,3493,28.38,64.784,33.198,20.425,10.872,37.45,46.87,70.1,35.0177305,44.8215,74.214
1014900,Pepperdine University,Malibu,CA,Far West,20.5,1.8,Graduate,Private nonprofit,Suburb,No,41.85,1314,No,3457,38.846,75.312,30.274,11.853,12.824,18.2,39.88,88.55,17.6165803,69.305,72.035
126200,Point Loma Nazarene University,San Diego,CA,Far West,19.362,2,Graduate,Private nonprofit,Large City,No,83.55,1210,No,3209,34.575,53.045,21.957,9.092,10.357,26.07,56.13,72.06,29.3117409,59.409,59.862
132200,University of Redlands,Redlands,CA,Far West,23,1.6,Graduate,Private nonprofit,Small City,No,68.65,1135,No,2810,26.098,68.156,17.635,12.012,10.24,31.04,56.67,71.22,35.2345906,57.353,65.551
115100,San Diego State University,San Diego,CA,Far West,12.999,2.2,Graduate,Public,Large City,No,36.7,1207,No,31293,13.845,23.367,6.502,7.661,11.169,32.53,25.51,75.96,41.1946193,32.53,59.027
115400,San Francisco State University,San Francisco,CA,Far West,12.5,4.3,Graduate,Public,Large City,No,84.09,1030,No,23411,14.459,24.513,5.418,8.297,11.037,42.88,29.17,55.21,48.2071243,27.8955,60.126
132500,University of San Francisco,San Francisco,CA,Far West,19.5,1.5,Graduate,Private nonprofit,Large City,No,70.3,1248,No,5810,40.053,69.987,28.478,17.505,11.979,27.85,46.86,71.5,28.0120482,57.928,78.031
115500,San Jose State University,San Jose,CA,Far West,12,2.9,Graduate,Public,Large City,No,67.37,1127,No,27614,16.542,25.747,6.571,8.057,10.645,39.27,25.61,65.58,49.048135,29.408,67.365
132600,Santa Clara University,Santa Clara,CA,Far West,16.999,0.7,Graduate,Private nonprofit,Small City,No,50.72,1367,No,5606,42.614,74.297,35.365,20.25,12.825,10.91,25.85,91.95,16.505895,97.1135,93.291
129100,Simpson University,Redding,CA,Far West,15,5.5,Graduate,Private nonprofit,Small City,No,59.72,1099,No,696,24.482,46.394,18.293,9.179,6.442,47.33,63.9,42.5,37.5745527,34.9195,43.846
130200,Saint Mary's College of California,Moraga,CA,Far West,20,2,Graduate,Private nonprofit,Suburb,No,77.31,1174,No,2461,37.232,69.071,23.688,14.601,10.869,24.75,52.95,73.34,25.5208333,72.847,67.742
115600,Sonoma State University,Rohnert Park,CA,Far West,13.235,2.9,Graduate,Public,Suburb,No,89.12,1050,No,7231,17.563,26.537,5.484,8.181,10.468,34.5,33.73,60.09,41.4746544,40.508,58.788
129300,Vanguard University of Southern California,Costa Mesa,CA,Far West,17.148,5,Graduate,Private nonprofit,Small City,No,49.99,1050,No,1995,21.338,48.086,17.49,7.409,8.073,45.5,87.78,62.62,35.8836207,42.88,48.782
132800,University of Southern California,Los Angeles,CA,Far West,17.25,1.3,Graduate,Private nonprofit,Large City,No,16.11,1441,No,19521,32.569,77.362,37.261,56.494,15.301,19.64,25.99,91.67,24.717833,45.149,83.426
134100,Westmont College,Santa Barbara,CA,Far West,19.5,1.3,Bachelors,Private nonprofit,Suburb,No,70.16,1259,No,1226,30.975,64.24,20.374,19.093,9.639,20.35,76.08,72,16.875,87.651,60.057
134500,Adams State University,Alamosa,CO,Rockies & Southwest,11.779,5.6,Graduate,Public,Town,No,99.88,1004,No,1612,13.388,22.317,7.183,8.574,6.348,41.06,54.09,32.14,41.5130941,31.933,37.685
450800,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,Rockies & Southwest,14.5,2.8,Graduate,Public,Large City,No,66.3,1123,No,11392,14.47,22.702,15.204,32.143,10.471,25.93,26.75,44.44,37.9420488,33.313,57.987
137000,University of Colorado Boulder,Boulder,CO,Rockies & Southwest,13,2.4,Graduate,Public,Small City,No,84.2,1268,No,29779,20.967,31.034,21.552,18.176,11.284,15.47,26.34,72.47,20.3573185,70.221,60.74
134800,Colorado School of Mines,Golden,CO,Rockies & Southwest,19.5,0.7,Graduate,Public,Suburb,No,54.97,1372,No,5173,27.114,36.107,22.555,16.922,12.364,15.19,38.56,84.17,15.4464286,95.766,90.06
135000,Colorado State University-Fort Collins,Fort Collins,CO,Rockies & Southwest,15,2.6,Graduate,Public,Small City,No,83.52,1199,No,23332,18.679,27.513,16.439,13.703,10.425,22.95,38.18,70.21,24.2137123,63.4635,54.983
137100,University of Denver,Denver,CO,Rockies & Southwest,17.684,1.6,Graduate,Private nonprofit,Large City,No,60.67,1296,No,5683,33.83,69.469,30.024,17.516,11.222,16.19,35.02,75.46,19.0306486,80.202,66.004
135300,Fort Lewis College,Durango,CO,Rockies & Southwest,9.726,9.5,Graduate,Public,Town,No,91.51,1037,No,3205,16.255,23.881,4.627,8.848,7.287,36.22,37.65,42.21,30.8503626,41.3065,38.083
136000,Metropolitan State University of Denver,Denver,CO,Rockies & Southwest,12.148,6.8,Graduate,Public,Large City,No,83.33,973,No,17255,14.313,19.975,8.388,6.444,7.089,35.06,39.12,32.03,40.4666575,32.101,47.439
134900,University of Northern Colorado,Greeley,CO,Rockies & Southwest,13.609,4.4,Graduate,Public,Small City,No,87.7,1099,No,7531,15.57,23.864,10.594,9.142,7.742,27.45,42.19,51.75,35.173132,51.738,47.112
136300,Regis University,Denver,CO,Rockies & Southwest,19.96,3.2,Graduate,Private nonprofit,Large City,No,78.2,1143,No,3071,24.961,51.593,15.994,8.381,7.34,22.86,41.66,67.08,36,42.833,63.625
136500,Colorado State University Pueblo,Pueblo,CO,Rockies & Southwest,14.25,8.3,Graduate,Public,Small City,No,94.31,1022,No,3275,13.695,21.95,5.452,4.787,7.155,35.82,58,36.94,40.8678103,38.397,44.449
137200,Western Colorado University,Gunnison,CO,Rockies & Southwest,12,5.8,Graduate,Public,Town,No,88.5,1110,No,1682,16.69,24.194,10.467,10.322,6.627,16.86,31.73,50.45,24.9692497,61.4065,45.755
141600,University of Bridgeport,Bridgeport,CT,Northeast,19,7.1,Graduate,Private nonprofit,Small City,No,70.95,1026,No,2338,25.084,53.853,17.698,9.601,7.935,42.41,58.86,39.59,42.4291498,32.7635,50.003
137800,Central Connecticut State University,New Britain,CT,Northeast,16.668,5.7,Graduate,Public,Suburb,No,64.85,1062,No,8402,16.723,22.518,11.623,13.84,9.86,37.74,52.45,52.07,38.7482993,48.269,52.515
137900,Connecticut College,New London,CT,Northeast,19.5,1.4,Bachelors,Private nonprofit,Small City,No,37.72,1400,No,1711,30.977,74.59,27.018,18.436,9.776,15.8,41.7,81.93,14.0425532,89.003,71.239
141700,University of Connecticut,Storrs,CT,Northeast,19.292,2,Graduate,Public,Suburb,No,56.09,1294,No,18658,22.974,33.896,16.228,21.257,13.183,22.39,42.79,83.03,26.6493293,67.737,72.46
138500,Fairfield University,Fairfield,CT,Northeast,24.45,2.2,Graduate,Private nonprofit,Suburb,No,56.13,1281,No,4319,36.633,67.08,26.569,13.989,11.497,9.85,51.17,82.37,16.5444173,117.152,86.06
142200,University of Hartford,West Hartford,CT,Northeast,19.5,5.1,Graduate,Private nonprofit,Small City,No,77.41,1129,No,4378,28.712,57.475,16.672,13.844,7.664,28.19,62.47,54.61,28.6921708,70,58.087
139700,University of New Haven,West Haven,CT,Northeast,19.5,3.7,Graduate,Private nonprofit,Suburb,No,91.1,1147,No,5078,35.735,58.438,20.77,10.807,10.225,27.99,83.08,64.66,28.5648785,75.313,52.61
140900,University of Saint Joseph,West Hartford,CT,Northeast,25,2.6,Graduate,Private nonprofit,Suburb,No,78.02,1073,No,884,24.569,50.959,22.557,14.07,8.586,37.94,76.22,56.38,42.217484,44.704,46.1
142600,Yale University,New Haven,CT,Northeast,12,0.7,Graduate,Private nonprofit,Small City,No,6.53,1520,No,4701,15.296,76.645,18.409,59.736,19.49,18.4,7.35,96.39,25,44.004,88.655
142800,Delaware State University,Dover,DE,Northeast,18.264,11.2,Graduate,Public,Small City,Yes,39.34,923,No,3881,14.866,23.888,8.563,9.871,8.379,47.09,61.39,48.06,35.5045382,39.554,42.994
143100,University of Delaware,Newark,DE,Northeast,21,2.1,Graduate,Public,Suburb,No,65.99,1254,No,18618,18.967,28.708,20.248,22.057,13.194,14.77,46.79,82.49,17.0937108,107.1275,67.298
143300,Wesley College,Dover,DE,Northeast,19.5,14.4,Graduate,Private nonprofit,Small City,No,58.59,933,No,790,25.089,40.704,13.683,10.156,7.072,40.58,85.99,32.23,42.2169811,37.365,47.181
143400,American University,Washington,DC,Northeast,20.19,1.7,Graduate,Private nonprofit,Large City,No,38.65,1328,No,7510,40.088,66.416,32.893,16.605,12.033,13.69,36.27,79.11,15.6343443,84.2,71.933
144300,Gallaudet University,Washington,DC,Northeast,13,8.4,Graduate,Private nonprofit,Large City,No,62.62,904,No,1004,16.833,38.892,12.771,37.544,10.092,55.81,39.72,43.65,33.8565022,21.722,33.841
144400,George Washington University,Washington,DC,Northeast,19.5,1.3,Graduate,Private nonprofit,Large City,No,43.04,1385,No,11106,32.563,74.023,33.021,23.476,14.724,14.04,32.81,85.21,16.0658033,71.3585,80.606
144500,Georgetown University,Washington,DC,Northeast,14.493,0.7,Graduate,Private nonprofit,Large City,No,16.81,1473,No,7119,32.108,76.28,39.866,31.957,15.393,12.91,24.04,94.22,16.0645657,78.3005,96.375
144800,Howard University,Washington,DC,Northeast,19.5,6,Graduate,Private nonprofit,Large City,Yes,38.64,1192,No,7784,41.388,45.971,15.684,21.849,9.638,43.9,61.28,64.01,23.6393623,40.386,56.236
2159600,The Baptist College of Florida,Graceville,FL,South,15.076,9.3,Graduate,Private nonprofit,Town,No,75.56,1055,No,268,11.764,19.926,8.686,8.07,4.865,36.74,26.98,50,34.1463415,33.739,34.057
146700,Bethune-Cookman University,Daytona Beach,FL,South,18.5,23.6,Graduate,Private nonprofit,Small City,Yes,97.73,919,No,2746,17.517,30.219,9.217,8.904,6.77,77.75,83.33,33.06,42.2308816,22.9135,36.302
349503,Johnson University Florida,Kissimmee,FL,South,15.25,3.5,Bachelors,Private nonprofit,Suburb,No,37.31,980,No,159,18.713,27.611,15.201,9.525,5.505,64.84,71.43,40.48,25.4545455,50.581,36.422
395400,University of Central Florida,Orlando,FL,South,15,3.7,Graduate,Public,Suburb,No,45.17,1261,No,61111,8.618,21.309,5.057,7.551,10.848,36.17,31.4,74,35.2640047,31.4,51.912
147800,Edward Waters University,Jacksonville,FL,South,10,26.6,Bachelors,Private nonprofit,Large City,Yes,57.03,903,No,969,14.097,26.503,8.35,3.894,4.975,24.8,23.92,27.92,50.4132231,19.4755,30.657
147900,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,South,14,4.1,Graduate,Private nonprofit,Small City,No,60.6,1240,No,6399,35.442,54.724,29.218,14.26,9.778,24.4,44,61.51,35.5459272,38.662,77.768
148000,Florida Agricultural and Mechanical University,Tallahassee,FL,South,18.75,7.6,Graduate,Public,Small City,Yes,32.98,1101,No,7072,13.126,23.312,4.629,8.919,8.264,60.08,60.48,55.23,36.5940948,28.7815,42.521
148100,Florida Atlantic University,Boca Raton,FL,South,12.557,4.4,Graduate,Public,Small City,No,74.78,1147,No,24396,10.735,21.761,5.773,8.341,9.971,38.16,31.01,55.92,38.7772831,28.0645,50.478
789300,Flagler College,Saint Augustine,FL,South,15,5.3,Graduate,Private nonprofit,Suburb,No,56.49,1125,No,2671,24.981,35.809,13.015,7.471,7.557,30.53,54.72,57.65,28.0373832,53.6015,44.97
148200,Florida College,Temple Terrace,FL,South,9.5,7.9,Bachelors,Private nonprofit,Suburb,No,76.34,1107,No,488,21.027,30.016,19.591,12.681,6.792,29.5,60.11,54.25,23.5074627,66.3975,46.968
3115500,AdventHealth University,Orlando,FL,South,18.142,2,Graduate,Private nonprofit,Large City,No,90.87,1089,No,1129,25.807,33.648,16.95,10.725,7.949,35.41,53.65,35.21,39.0205371,30.567,58.788
146900,Florida Institute of Technology,Melbourne,FL,South,14.798,5.2,Graduate,Private nonprofit,Small City,No,70.37,1241,No,3188,31.009,59.433,23.833,12.808,9.639,21.49,36.05,60.31,40.1340283,30.032,63.704
