OPEID,name,city,state,region,median_debt,default_rate,highest_degree,ownership,locale,hbcu,admit_rate,SAT_avg,online_only,enrollment,net_price,avg_cost,net_tuition,ed_spending_per_student,avg_faculty_salary,pct_PELL,pct_fed_loan,grad_rate,pct_firstgen,med_fam_income,med_alum_earnings
230200,Northwestern Michigan College,Traverse City,MI,Midwest,8,10.6,Bachelors,Public,Town,No,NA,NA,No,2829,6.874,13.311,8.063,9.576,7.949,31.51,26.17,23.48,38.0713838,30.828,34.478
407200,Northwood University,Midland,MI,Midwest,18.75,4.3,Graduate,Private nonprofit,Small City,No,76.8,1093,No,2218,21.257,41.997,13.149,6.405,7.169,26.04,62.26,58.11,39.7157816,42.219,55.963
230300,Oakland Community College,Bloomfield Hills,MI,Midwest,4.986,10.5,Associates,Public,Suburb,No,NA,NA,No,12245,3.665,8.747,2.935,5.381,9.751,21.85,13.48,14.57,42.8546562,21.504,35.593
230700,Oakland University,Rochester Hills,MI,Midwest,18.139,3.6,Graduate,Public,Suburb,No,81.1,1110,No,14837,13.449,23.778,12.689,8.62,9.609,30.51,46.68,56.45,32.4252609,45.3845,52.912
230800,Olivet College,Olivet,MI,Midwest,13,14.7,Graduate,Private nonprofit,Rural,No,60.31,NA,No,968,20.053,42.758,11.501,7.032,6.258,49.3,78.62,48.84,33.4410339,48.628,46.607
894600,Port Huron Cosmetology College,Waterford,MI,Midwest,8.412,13.2,Certificate,Prviate for-profit,Suburb,No,NA,NA,No,37,11.976,15.345,9.029,3.512,NA,32.26,17.74,62.5,53.4883721,15.4695,16.151
231100,Kuyper College,Grand Rapids,MI,Midwest,19.5,3.3,Bachelors,Private nonprofit,Suburb,No,59.38,1053,No,122,18.297,33.168,14.685,18.598,5.734,37.04,60,41.51,NA,63.801,36.681
2533600,Ross Medical Education Center-Lansing,Lansing,MI,Midwest,7.125,18.8,Certificate,Prviate for-profit,Suburb,No,NA,NA,No,100,18.872,23.119,7.827,2.101,NA,61.54,61.54,73.02,57.4037834,16.513,27.986
2180100,Ross Medical Education Center-Warren,Warren,MI,Midwest,9.399,19.4,Certificate,Prviate for-profit,Suburb,No,NA,NA,No,174,17.313,21.83,7.39,1.971,NA,63.53,58.82,71.91,58.5473221,15.5055,27.35
2099700,Ross Medical Education Center-Flint,Flint,MI,Midwest,8.089,19.9,Certificate,Prviate for-profit,Suburb,No,NA,NA,No,184,18.54,23.302,8.039,1.692,NA,71.07,61.79,71.68,52.7117031,16.094,25.892
231300,Sacred Heart Major Seminary,Detroit,MI,Midwest,7.343,0,Graduate,Private nonprofit,Large City,No,100,NA,No,253,19.14,36.882,14.521,13.506,6.779,5.38,4.66,100,NA,21.622,NA
231400,Saginaw Valley State University,University Center,MI,Midwest,18.127,4.8,Graduate,Public,Suburb,No,89.46,1086,No,6953,14.279,22.353,9.517,7.7,8.429,34.6,57.38,47.88,32.8671329,52.6705,46.231
231500,Schoolcraft College,Livonia,MI,Midwest,5.5,9.9,Bachelors,Public,Small City,No,NA,NA,No,6969,6.872,10.207,4.847,6.082,11.043,28.25,10.33,18.71,42.5621774,21.237,39.472
231600,Siena Heights University,Adrian,MI,Midwest,15.163,5.5,Graduate,Private nonprofit,Town,No,74.43,NA,No,1734,21.434,39.539,11.055,6.457,6.285,34.6,60.4,53.01,44.3363447,38.665,48.321
231000,St Clair County Community College,Port Huron,MI,Midwest,7,8.4,Associates,Public,Suburb,No,NA,NA,No,2150,4.807,11.579,5.599,6.698,7.045,30.57,16.46,23.41,42.5986842,26,36.192
231700,Southwestern Michigan College,Dowagiac,MI,Midwest,5.5,9.9,Associates,Public,Rural,No,NA,NA,No,1222,8.372,14.796,4.463,8.218,6.689,37.32,21.16,28.57,41.4104883,29.2855,31.11
231800,Spring Arbor University,Spring Arbor,MI,Midwest,24.645,3.6,Graduate,Private nonprofit,Suburb,No,63.3,1100,No,1233,20.543,41.548,12.539,5.974,5.819,33.25,62.04,64.69,35.1659751,52.494,44.111
232200,Finlandia University,Hancock,MI,Midwest,11,10.7,Bachelors,Private nonprofit,Town,No,83,NA,No,379,18.281,34.832,13.427,9.954,4.961,54.35,80.68,25.71,36.5439094,39.7975,37.894
3075200,Twin City Beauty College,Saint Joseph,MI,Midwest,5.5,3.2,Certificate,Prviate for-profit,Suburb,No,NA,NA,No,288,23.169,27.164,7.396,6.81,NA,50.91,48.79,56.47,49.7797357,27.6645,18.88
232800,Washtenaw Community College,Ann Arbor,MI,Midwest,7.693,11.8,Associates,Public,Suburb,No,NA,NA,No,8281,3.624,9.551,3.494,7.262,8.071,27.29,17.06,26.55,39.1737892,21.966,35.707
923000,Wayne County Community College District,Detroit,MI,Midwest,7.011,14.8,Associates,Public,Large City,No,NA,NA,No,6572,4.757,11.013,2.711,7.283,8.078,39.08,13.02,14.39,53.6202921,10.13,29.472
232900,Wayne State University,Detroit,MI,Midwest,16.5,5.1,Graduate,Public,Large City,No,69.01,1112,No,17164,13.962,24.541,11.336,12.491,11.123,43.1,49.44,51.89,37.6020088,28.6055,46.679
795000,West Shore Community College,Scottville,MI,Midwest,5.49,12,Associates,Public,Rural,No,NA,NA,No,763,2.963,9.333,2.868,8.52,8.507,45.93,7.41,26.45,43.4042553,22,30.86
4230500,Paul Mitchell the School-Grand Rapids,Kentwood,MI,Midwest,7.666,10,Certificate,Prviate for-profit,Small City,No,NA,NA,No,104,11.792,14.651,11.406,3.515,NA,37.43,53.48,82.14,41.1764706,29.538,NA
233000,Western Michigan University,Kalamazoo,MI,Midwest,20,5.6,Graduate,Public,Small City,No,84.94,1129,No,15706,20.371,26.567,13.376,12.438,9.914,29.96,55.6,56.69,29.3124066,51.0335,49.652
554400,Alexandria Technical & Community College,Alexandria,MN,Midwest,9.262,4.7,Associates,Public,Town,No,NA,NA,No,1303,13.636,17.88,3.946,8.273,8.399,20.22,24.28,60.59,26.2564991,49.1675,45.227
735000,Anoka Technical College,Anoka,MN,Midwest,9.5,6.5,Associates,Public,Suburb,No,NA,NA,No,1479,13.236,16.828,4.273,8.333,8.371,33.84,37.7,45.5,37.1482176,30.099,44.164
233200,Anoka-Ramsey Community College,Coon Rapids,MN,Midwest,8.852,6.7,Associates,Public,Suburb,No,NA,NA,No,4698,11.719,15.446,3.377,5.615,8.434,23.05,20.55,24.53,34.1625788,38.207,45.03
233400,Augsburg University,Minneapolis,MN,Midwest,19.329,5.6,Graduate,Private nonprofit,Large City,No,73.12,1050,No,2487,23.898,54.069,15.346,11.258,8.329,48.56,75.78,59.28,28.9012004,41.36,53.472
233500,Riverland Community College,Austin,MN,Midwest,9.333,10.9,Associates,Public,Town,No,NA,NA,No,2099,9.149,14.154,3.644,6.724,8.16,26.99,20.43,39.73,35.6707317,31.963,39.275
575900,Northwest Technical College,Bemidji,MN,Midwest,9.5,8.6,Associates,Public,Town,No,NA,NA,No,558,11.638,16.285,3.112,8.328,7.71,34,38.44,35.62,27.4253731,32,37.749
233600,Bemidji State University,Bemidji,MN,Midwest,13,3.2,Graduate,Public,Town,No,69.44,1105,No,3698,16.033,20.919,5.559,7.343,8.863,29.27,51.41,45.99,27.2524532,57.931,46.619
233700,Bethany Lutheran College,Mankato,MN,Midwest,17.75,5,Bachelors,Private nonprofit,Small City,No,64.51,NA,No,632,16.107,38.528,10.732,11.053,7.218,23.08,52.5,61.7,NA,70.558,40.621
905800,Bethel University,Saint Paul,MN,Midwest,17.827,1.9,Graduate,Private nonprofit,Suburb,No,86.63,1203,No,2491,28.178,52.723,16.524,9.611,7.796,23.96,59.89,74.09,18.5825411,77.4255,55.159
233900,Central Lakes College-Brainerd,Brainerd,MN,Midwest,8,10.2,Associates,Public,Town,No,NA,NA,No,1671,12.429,16.947,3.118,6.479,8.377,20.59,17.67,42.28,31.71875,30.4635,39.476
234000,Carleton College,Northfield,MN,Midwest,15.826,0.8,Bachelors,Private nonprofit,Town,No,21.18,1438,No,1918,28.928,74.275,34.353,33.282,12.689,13.9,42.46,93.79,15.6812339,78.779,67.132
234600,Concordia College at Moorhead,Moorhead,MN,Midwest,20.601,2.2,Graduate,Private nonprofit,Suburb,No,58.08,1169,No,1873,23.189,53.819,17.094,6.671,7.408,21.3,66.85,67.59,12.6884422,87.417,51.988
234700,Concordia University-Saint Paul,Saint Paul,MN,Midwest,12.5,3.5,Graduate,Private nonprofit,Large City,No,68.6,NA,No,3222,15.88,32.686,11.604,4.358,6.474,37.7,57.66,47.52,33.5669236,42.756,53.164
1040200,Dakota County Technical College,Rosemount,MN,Midwest,7.982,6.1,Associates,Public,Rural,No,NA,NA,No,2109,11.044,14.879,4.416,8.09,8.32,30.54,32.43,47.41,31.1565696,39.514,45.691
236100,Martin Luther College,New Ulm,MN,Midwest,16.5,0.5,Graduate,Private nonprofit,Town,No,87.31,1185,No,777,22.205,27.23,13.326,8.894,4.626,26.72,49.01,74.87,NA,60.9235,40.821
575700,Lake Superior College,Duluth,MN,Midwest,8.795,9.6,Associates,Public,Small City,No,NA,NA,No,2934,14.801,18.178,4.745,7.756,8.099,21.76,25.98,40.05,28.4871245,31.563,42.85
960000,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,MN,Midwest,9.847,14.6,Certificate,Prviate for-profit,Small City,No,NA,NA,No,23,13.875,16.163,9.472,2.89,NA,41.18,52.94,88.89,NA,14.779,20.445
554100,Minnesota State Community and Technical College,Fergus Falls,MN,Midwest,9.25,9.4,Associates,Public,Town,No,NA,NA,No,3385,11.244,15.009,3.307,6.647,8.381,27.6,29.97,41.91,30.0653595,32.3985,41.47
526300,Minnesota West Community and Technical College,Granite Falls,MN,Midwest,9.1,13,Associates,Public,Town,No,NA,NA,No,1683,11.439,16.333,3.894,7.599,8.079,23.18,21.16,45.36,36.5686275,31.859,39.46
235300,Gustavus Adolphus College,Saint Peter,MN,Midwest,24.25,1.2,Bachelors,Private nonprofit,Town,No,70.61,NA,No,2230,24.696,59.205,18.609,16.857,7.567,28.25,62.45,78.3,14.6583851,78.4195,59.178
235400,Hamline University,Saint Paul,MN,Midwest,15.75,3.2,Graduate,Private nonprofit,Large City,No,68.95,1147,No,1907,20.474,51.984,17.585,7.502,8.014,38.84,66.09,65.12,23.2016211,60.017,53.895
1049100,Hennepin Technical College,Brooklyn Park,MN,Midwest,9.5,9.3,Associates,Public,Suburb,No,NA,NA,No,3124,10.726,15.455,3.845,8.805,8.259,31.94,25.32,29.31,37.6470588,26.337,43.39
235500,Hibbing Community College,Hibbing,MN,Midwest,9.105,9.9,Associates,Public,Town,No,NA,NA,No,680,8.736,14.422,5.071,10.109,8.028,40.81,40.81,42.51,33.7001376,29.9585,40.829
2123200,Aveda Arts & Sciences Institute Minneapolis,Minneapolis,MN,Midwest,6.333,8.3,Certificate,Prviate for-profit,Large City,No,NA,NA,No,554,16.667,21.878,11.684,6.363,NA,34.49,49.49,70.75,28.3882784,41.906,36.802
974000,Inver Hills Community College,Inver Grove Heights,MN,Midwest,9.269,6.9,Associates,Public,Suburb,No,NA,NA,No,2643,11.57,15.246,3.991,6.507,8.411,23.97,21.42,28.47,33.3692142,34.983,47.232
235600,Itasca Community College,Grand Rapids,MN,Midwest,7.589,14.1,Associates,Public,Town,No,NA,NA,No,636,12.084,16.948,3.296,6.037,8.325,32.39,28.34,30.28,27.6946108,33.0715,39.822
235800,Macalester College,Saint Paul,MN,Midwest,19.27,0.2,Bachelors,Private nonprofit,Large City,No,38.69,1390,No,2049,27.764,71.053,25.423,22.586,10.96,18.64,44.33,92.59,12.8256513,88.9915,57.134
553700,South Central College,North Mankato,MN,Midwest,8.25,11,Associates,Public,Suburb,No,NA,NA,No,2138,10.358,14.879,4.027,8.542,8.271,41.3,31.93,31.38,36.6827254,31.9165,40.025
236000,Minnesota State University-Mankato,Mankato,MN,Midwest,14.995,3.6,Graduate,Public,Small City,No,67.26,1105,No,11840,17.159,20.858,7.89,8.227,9.79,24.55,50.97,50.97,24.2115972,68.513,51.689
400900,Mesabi Range College,Virginia,MN,Midwest,8.477,14.4,Associates,Public,Town,No,NA,NA,No,597,11.388,16.613,3.174,7.898,8.191,34.28,32.52,30.73,30.6122449,22.694,40.419
1037400,Metropolitan State University,Saint Paul,MN,Midwest,13.125,4.2,Graduate,Public,Large City,No,61.89,NA,No,6155,16.044,22.819,5.314,6.209,9.751,45.3,41.87,45.9,37.1321408,28.315,56.402
396900,University of Minnesota-Twin Cities,Minneapolis,MN,Midwest,16.75,1.7,Graduate,Public,Large City,No,69.64,1320,No,30907,17.878,27.654,14.558,16.272,12.182,17.86,36.7,84.26,18.6560199,76.0285,61.201
406900,University of Minnesota-Crookston,Crookston,MN,Midwest,13,5.3,Bachelors,Public,Town,No,72.15,NA,No,1754,11.593,23.804,5.706,7.253,8.054,21.21,35.51,50.65,29.0398127,51.028,47.869
236500,Minneapolis College of Art and Design,Minneapolis,MN,Midwest,18.23,1.3,Graduate,Private nonprofit,Large City,No,54.68,NA,No,656,29.062,53.01,21.314,15.48,7.631,37.24,86.88,63.33,20.8333333,52.219,41.177
236200,Minneapolis Community and Technical College,Minneapolis,MN,Midwest,10.5,16.1,Associates,Public,Large City,No,NA,NA,No,5203,12.908,17.782,2.729,6.088,8.48,42.96,26.68,17.04,38.6980109,19.8865,39.341
962108,Herzing University-Minneapolis,St. Louis Park,MN,Midwest,11.855,8.4,Graduate,Private nonprofit,Suburb,No,92.06,NA,No,620,23.164,28.018,12.902,4.538,6.851,55.45,86.77,64.71,52.0903265,18.321,33.093
2238100,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,MN,Midwest,6.333,8.2,Certificate,Prviate for-profit,Suburb,No,NA,NA,No,149,19.551,21.887,18.219,6.676,NA,21.78,26.67,69.35,36.2264151,23.941,27.921
238800,University of Minnesota-Duluth,Duluth,MN,Midwest,16.034,2.6,Graduate,Public,Small City,No,78.55,1169,No,8351,18.505,25.326,8.673,7.827,8.622,20.5,51.8,61.5,18.3406114,83.3085,54.75
238900,University of Minnesota-Morris,Morris,MN,Midwest,12,3.4,Bachelors,Public,Town,No,64.65,1199,No,1243,10.529,24.636,4.384,12.215,7.536,31.42,45.36,59.85,20.2551834,60.191,47.373
983100,Model College of Hair Design,Saint Cloud,MN,Midwest,6.635,17.5,Certificate,Prviate for-profit,Small City,No,NA,NA,No,75,10.448,15.358,10.909,1.857,NA,47.52,69.5,68.75,29.6296296,43.665,29.181
236700,Minnesota State University Moorhead,Moorhead,MN,Midwest,15,3,Graduate,Public,Suburb,No,66.05,1106,No,4207,17.68,22.525,6.082,8.407,9.373,29.84,54.93,54.86,20.1385453,64.366,47.117
237000,North Hennepin Community College,Brooklyn Park,MN,Midwest,9.25,8.7,Associates,Public,Suburb,No,NA,NA,No,3951,10.081,14.41,3.478,5.887,8.361,31.91,20.7,17.24,37.5908222,29.576,47.257
795400,Normandale Community College,Bloomington,MN,Midwest,8.2,7.4,Associates,Public,Small City,No,NA,NA,No,6606,10.854,15.2,3.568,5.481,8.416,30.33,17.75,22.38,34.5918934,30.952,47.191
236900,North Central University,Minneapolis,MN,Midwest,18.5,3.6,Graduate,Private nonprofit,Large City,No,92.99,1077,No,921,22.27,37.644,11.772,5.799,7.09,37.14,65.16,53.49,22.1030043,59.157,40.511
238500,Northland Community and Technical College,Thief River Falls,MN,Midwest,9.5,11.2,Associates,Public,Town,No,NA,NA,No,1947,11.586,15.669,3.928,7.833,8.276,29.44,32.7,42.6,33.0039526,34.571,41.091
237100,University of Northwestern-St Paul,Saint Paul,MN,Midwest,17.5,2.4,Graduate,Private nonprofit,Suburb,No,92.22,NA,No,1658,22.56,43.817,14.782,7.81,6.267,17.39,35.84,68.6,16.4277839,69.363,45.104
1232800,Northwestern Health Sciences University,Bloomington,MN,Midwest,8.25,0.8,Graduate,Private nonprofit,Small City,No,NA,NA,No,237,19.132,25.985,24.711,10.793,7.056,24.44,63.17,66.67,24.8677249,28.697,35.057
999200,Oak Hills Christian College,Bemidji,MN,Midwest,10,11.1,Bachelors,Private nonprofit,Town,No,62.7,1009,No,98,17.418,30.607,9.652,7.043,4.01,60,57.78,32.14,NA,32.6095,28.224
553500,Pine Technical & Community College,Pine City,MN,Midwest,9.875,14.3,Associates,Public,Town,No,NA,NA,No,559,9.527,14.482,2.405,6.192,7.988,18.3,11.74,16.67,36.0801782,21.078,41.661
677500,Rainy River Community College,International Falls,MN,Midwest,5.5,19,Associates,Public,Town,No,NA,NA,No,121,7.489,13.022,3.412,6.401,8.312,39.52,26.19,25.86,30.9677419,25.3065,33.855
237300,Rochester Community and Technical College,Rochester,MN,Midwest,9.25,9,Associates,Public,Small City,No,NA,NA,No,3757,15.149,19.165,4.126,7.383,8.724,32.4,27.43,23.94,33.3333333,32.106,42.936
234100,College of Saint Benedict,Saint Joseph,MN,Midwest,24.247,1.5,Bachelors,Private nonprofit,Suburb,No,84.01,1201,No,1662,25.954,60.788,19.165,12.46,8.573,23.23,66.02,85.06,21.4084507,86.6205,56.367
553400,St Cloud Technical and Community College,Saint Cloud,MN,Midwest,8.204,8.3,Associates,Public,Small City,No,NA,NA,No,3307,9.249,13.539,3.203,7.15,8.343,42.33,35.53,34.41,32.0663162,33.4125,46.359
237700,Saint Cloud State University,Saint Cloud,MN,Midwest,14.37,4.6,Graduate,Public,Small City,No,73.22,1087,No,7210,14.581,19.635,6.248,9.135,9.961,25.11,36.68,44.81,26.7662399,51.641,51.372
237900,Saint Johns University,Collegeville,MN,Midwest,23.25,2.8,Graduate,Private nonprofit,Rural,No,81.38,1193,No,1564,25.487,59.972,18.97,13.95,8.683,20.75,61.51,74.44,17.5273865,98.568,68.716
238000,Saint Mary's University of Minnesota,Winona,MN,Midwest,15.25,2,Graduate,Private nonprofit,Town,No,84.1,NA,No,1315,21.101,49.2,14.731,7.403,6.945,29.99,59.85,61.68,26.1538462,54.7725,54.95
238200,St Olaf College,Northfield,MN,Midwest,21.5,0.8,Bachelors,Private nonprofit,Town,No,50.81,1309,No,2928,24.052,62.88,19.724,18.147,8.799,19.5,49.12,84.82,12.8735632,90.436,60.242
238300,Crown College,Saint Bonifacius,MN,Midwest,17.75,4.7,Graduate,Private nonprofit,Rural,No,46.89,1063,No,729,25.796,41.227,11.604,3.032,5.279,28.19,44.48,60.45,26.5625,50.787,39.89
234300,The College of Saint Scholastica,Duluth,MN,Midwest,17.188,2.6,Graduate,Private nonprofit,Small City,No,73.31,1205,No,2225,22.545,50.923,14.744,9.312,7.043,28.24,61.92,68.63,28.496732,58.385,58.748
234500,University of St Thomas,Saint Paul,MN,Midwest,19.5,1.4,Graduate,Private nonprofit,Large City,No,87.4,1249,No,6276,31.066,57.785,19.846,13.684,10.908,18.42,46.97,80.23,13.7745975,94.9285,67.398
1260603,Empire Beauty School-Bloomington,Bloomington,MN,Midwest,7.667,13.3,Certificate,Prviate for-profit,Small City,No,NA,NA,No,129,16.152,20.827,9.962,9.075,NA,54.3,56.56,73.08,49.0608565,14.725,26.171
234200,St Catherine University,Saint Paul,MN,Midwest,19,3.1,Graduate,Private nonprofit,Large City,No,76.15,1122,No,2914,17.814,50.794,19.145,11.386,7.496,38.31,67.21,63.6,28.8077188,41.238,52.603
869400,Rasmussen University-Minnesota,St. Cloud,MN,Midwest,12.139,7.8,Graduate,Prviate for-profit,Small City,No,NA,NA,No,3745,19.075,22.472,19.046,4.846,7.703,51.78,78.66,35.65,47.5742783,25.1235,35.667
553300,Saint Paul College,Saint Paul,MN,Midwest,9,12.1,Associates,Public,Large City,No,NA,NA,No,4324,11.507,16.897,2.635,6.577,8.133,43.95,20.52,31.05,40.2185407,19.971,37.878
237500,Southwest Minnesota State University,Marshall,MN,Midwest,14.5,5.9,Graduate,Public,Town,No,80.6,1048,No,1945,13.872,20.481,4.219,6.339,9.563,10.76,16.14,48.07,26.8946396,51.5715,43.8
235000,Vermilion Community College,Ely,MN,Midwest,7.855,14.7,Associates,Public,Town,No,NA,NA,No,358,14.049,17.922,3.059,5.964,7.772,32.65,43.96,32.37,31.5068493,42.9755,43.965
464100,Dunwoody College of Technology,Minneapolis,MN,Midwest,12,8.5,Bachelors,Private nonprofit,Large City,No,97.38,NA,No,1274,27.1,31.769,22.656,14.789,5.969,31.59,80.34,49.19,28.2194849,34.1965,54.095
525200,Ridgewater College,Willmar,MN,Midwest,8.75,8.2,Associates,Public,Town,No,NA,NA,No,2488,11.436,15.652,4.022,9.155,8.133,35.55,33.39,44.4,31.4385151,37.5335,39.349
239300,Minnesota State College Southeast,Winona,MN,Midwest,9.5,7.3,Associates,Public,Town,No,NA,NA,No,1124,13.063,17.668,3.906,8.376,8.384,24.04,28.29,37.99,34.5211581,32.21,40.045
239400,Winona State University,Winona,MN,Midwest,15.114,2.7,Graduate,Public,Town,No,75.18,1118,No,6249,17.634,22.003,6.316,8.524,9.392,26.17,58.76,60.77,21.1745514,74.955,51.346
1054600,Century College,White Bear Lake,MN,Midwest,9.5,7.8,Associates,Public,Suburb,No,NA,NA,No,6815,10.397,14.626,3.329,6.114,8.577,35.5,26.47,21.82,34.4372892,29.622,43.353
